_Ad_Date,_Ad_Title,_Ad_Type,_Age_Specified,_CATEGORY_--_Age_Specified,County,_Gender_Specified,_Number_of_People,_Press_Date,_Sale_Disposition,_Sale_Location_Locale,_Sale_Location_State,_Skills_Specified,_First_Name,_Term_of_service,_Trade_reason,_Features,_Terms_of_Sale,Source,Source_Page,Subscriber_County,Subscriber_Firstname,Subscriber_Lastname,_Role,_owner,_Application_Locale,FULL_TEXT
"October 6, 1831",A Waiter for Sale,Sale,20,adult,Baltimore City,male,1,18311008,private sale,,Maryland,servant,,,,,master must live in the city,American and Commercial Daily Advertiser,,,,,,,This office,"A WAITER FOR SALE—A Black Man aged 20 years, will be sold to an approved master residing in the city. He is sold for no fault—price $450. Inquire at this office. oc 6 d4t"
"November 5, 1831",Sheriff's Sale,Sale,adult,adult,Queen Anne's,male,1,18311105,public sale,"Courthouse door, Centreville",Maryland,,Emory,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Tho.,Ashcom,Sheriff,James Britton,,"SHERIFF’S SALE. Will be sold on Saturday, 26th inst. In front of the Court House in Centerville, between the hours of ten and five o'clock ol that day. ONE NEGRO MAN Called Emory—the property of James Britton, taken in Execution for  officer's fees, and will be sold to satisfy the same. THO. ASHCOM, Sheriff Nov. 5, 1831 4w"
"November 11, 1831",For Sale,Sale,19,adult,Baltimore City,male,1,18311112,private sale,,Maryland,,,to serve for life,,,master must live near the city,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—A Likely Mulatto BOY 19 years of age Slave for life; he is sold for no fault, and can come highly recommended; to a good master living in the city or at a short distance in the country he will be sold at a fair price for cash. For further information apply at Lewis F. Scotti’s Office, No. 2 West Fayette street, basement story, Barnum’s City Hotel. no 11"
"November 12, 1831",For Sale,Sale / Hire,34,adult,Queen Anne's,female,3,18311112,private sale,,,cook,,to serve next year,owner has no further use,"has a husband in the neighborhood, cook in my family since the age of 15",not to be sold out of the state,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Th. C.,Earle,Subscriber,,Centreville,"FOR SALE. OR HIRE—a Good Plain Cook A Negro Woman about 34 or 35 years of age with two small children; she has been a cook in my family since the age of 15, is a peaceable, quiet servant and easily governed. This woman is offered for sale merely for the want of employment, has a husband in the neighbourhood and will not be sold to a person at a distance. If not disposed of by all before the close of the present hour,  she will he hired out the next. TH. C. EARLE. Centerville  Nov. 12 "
"November 12, 1831",For Sale,Sale,child,child,Queen Anne's,,3,18311112,private sale,,,,,,,,not to be sold out of the state,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Th. C.,Earle,Subscriber,,Centreville,"""FOR SALE. OR HIRE—a Good Plain Cook A Negro Woman about 34 or 35 years of age with two small children; she has been a cook in my family since the age of 15, is a peaceable, quiet servant and easily governed. This woman is offered for sale merely for the want of employment, has a husband in the neighbourhood and will not be sold to a person at a distance. If not disposed of by all before the close of the present hour,  she will he hired out the next. TH. C. EARLE. Centerville  Nov. 12 """
"November 17, 1831",Trustee's Sale,Sale,child,child,Queen Anne's,male,1,18311126,public sale,Centreville,Maryland,,Perry,,to satisfy court judgement,,not to be sold out of the state,Centreville Times and Eastern-Shore Public Advertiser,1,QA,Tho. B.,Turpin,Trustee,William Murphey,,"TRUSTEE’S SALE. By virtue of an order of Queen Ann’s County Court sitting as a Court of Equity made at November Term 1830, will sell at public sale in Centreville on six months credit, One negro boy Perry, possessed by William Murphey at the time of his death on Tuesday 13th December next. Bond with approved security will be required on the day of sale, and before the boy is taken away, it is understood that said negro will not be sold to a person out of the state or to persons who would sell him out of the state. Tho. B. Turpin Trustee Nov 17. 1831.	"
"December 3, 1831",Constable's Sale,Sale,adult,adult,Queen Anne's,female,3,18311203,public sale,Broad Creek,Maryland,,Teney,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,,Wm. H.,Adams,Constable,Lemuel Legg,,"Constable’s Sale. By Virtue of three Writs of Fieri Facias to me directed two at the suit of William White, and one at the suit of Tanner & White, against Lemud Legg will be sold al Broad Creek on Saturday, December 24,  Between the hours of 12 and 4 o’clock of that day, the following property, to wit: THREE NEGROES, One woman named Teney and others are TWO BOYS, one named Charles, and other Thomas. Taken as the property of said Lemuel Legg and will be sold to satisfy the above named Writs, debts, interest and costs due thereon, Wm. H. Adams, Constable Dec. 3 4w"
"December 3, 1831",Constable's Sale,Sale,child,child,Queen Anne's,male,3,18311203,public sale,Broad Creek,Maryland,,Charles,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,,Wm. H.,Adams,Constable,Lemuel Legg,,"""Constable’s Sale. By Virtue of three Writs of Fieri Facias to me directed two at the suit of William White, and one at the suit of Tanner & White, against Lemud Legg will be sold al Broad Creek on Saturday, December 24,  Between the hours of 12 and 4 o’clock of that day, the following property, to wit: THREE NEGROES, One woman named Teney and others are TWO BOYS, one named Charles, and other Thomas. Taken as the property of said Lemuel Legg and will be sold to satisfy the above named Writs, debts, interest and costs due thereon, Wm. H. Adams, Constable Dec. 3 4w"""
"December 3, 1831",Constable's Sale,Sale,child,child,Queen Anne's,male,3,18311203,public sale,Broad Creek,Maryland,,Thomas,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,,Wm. H.,Adams,Constable,Lemuel Legg,,"""Constable’s Sale. By Virtue of three Writs of Fieri Facias to me directed two at the suit of William White, and one at the suit of Tanner & White, against Lemud Legg will be sold al Broad Creek on Saturday, December 24,  Between the hours of 12 and 4 o’clock of that day, the following property, to wit: THREE NEGROES, One woman named Teney and others are TWO BOYS, one named Charles, and other Thomas. Taken as the property of said Lemuel Legg and will be sold to satisfy the above named Writs, debts, interest and costs due thereon, Wm. H. Adams, Constable Dec. 3 4w"""
"December 8, 1831",For Sale,Sale,22,adult,Baltimore City,male,1,18311208,private sale,,Maryland,"coachman, ostler",,to serve 6 years,,,,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—A very likely negro MAN, 22 years of age, a slave for the term of six years; he is a first rate ostler and coachman and can come well recommended as such; he is well disposed; strong and healthy; sprightly and active; perfectly honest and sober; a man of this description and good references can be produced to prove satisfactorily to that effect, must be a great inducement to any person that is in want of such a man. Any person disposed to purchase a man of the above description, will please call at LEWIS F. SCOTTI’S Intelligence office, No. 2 Fayette st. Basement Story Barnum’s City Hotel, for further intelligence. de 8"
"December 12, 1831",For Sale,Sale,19,adult,Baltimore City,male,1,18311212,private sale,,Maryland,ostler,,to serve 10 years,owner has no further use,,,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—A very likely black Man, 19 years of ago, to serve ten years—he is a first rate ostler, and has references to gentlemen of this city to that effect; he is perfectly honest and sober, strong and healthy, and is sold for no fault only the present owner has no further use for him; and to a good master he will be sold very low, lower than any person would suppose of a man of that description and for the length of time he has to serve. Please for further particulars apply at Lewis F. Scotti’s Intelligence Office, No. 2, west Fayette street, basement story Barnum’s City Hotel. de 12"
"December 21, 1831",For Sale,Sale,young adult,adult,Baltimore City,female,2,18311221,private sale,,Maryland,,,to serve for life,,,,American and Commercial Daily Advertiser,,BC,,Fowler & Dorman,,,No. 73 S. Calvert Street,"FOR SALE—A likely young Negro Woman, with one child, five or six months old. She is a slave for life and will be sold low if applied for early to	 FOWLER & DORMAN, No. 73 S. Calvert street de 21 d4t"
"December 21, 1831",For Sale,Sale,5 months,infant,Baltimore City,,2,18311221,private sale,,Maryland,,,,,,,American and Commercial Daily Advertiser,,BC,,Fowler & Dorman,,,No. 73 S. Calvert Street,"FOR SALE—A likely young Negro Woman, with one child, five or six months old. She is a slave for life and will be sold low if applied for early to	 FOWLER & DORMAN, No. 73 S. Calvert street de 21 d4t"
"December 23, 1831",Notice,Sale,adult,adult,Queen Anne's,male,8,18320107,private sale,,Maryland,,,,,,,Centreville Times and Eastern-Shore Public Advertiser,3,,P. S.,Hopper,Subscriber,,,"NOTICE I have several negroes to hire out for the next year men, women, and children. One of the women is said to be a good plain cook, washer and ironer. She will have an infant with her and will not be able to go to her home till about the middle of January. The other women have occasionally cooked and washed and are without children. The children will be put out for their victuals & clothes to good homes for a term of years. P. B. HOPPER. Dec. 23, 1831.	"
"December 23, 1831",Notice,Sale,adult,adult,Queen Anne's,female,8,18320107,private sale,,Maryland,"cook, ironer, washer",,,,with infant. Not to start in her home till about the middle of January,,Centreville Times and Eastern-Shore Public Advertiser,3,,P. S.,Hopper,Subscriber,,,"NOTICE I have several negroes to hire out for the next year men, woman, and children. One of the women is said to be a good plain cook, washer and ironer. She will have an infant with her and will not be able to go to her home till about the middle of January. The other women have occasionally cooked and washed and are without children. The children will be put out for their victuals & clothes to good homes for a term of years. P. B. HOPPER. Dec. 23, 1831.	"
"December 23, 1831",Notice,Sale,infant,infant,Queen Anne's,,8,18320107,private sale,,Maryland,,,to serve next year,,,,Centreville Times and Eastern-Shore Public Advertiser,3,,P. S.,Hopper,Subscriber,,,"NOTICE I have several negroes to hire out for the next year men, woman, and children. One of the women is said to be a good plain cook, washer and ironer. She will have an infant with her and will not be able to go to her home till about the middle of January. The other women have occasionally cooked and washed and are without children. The children will be put out for their victuals & clothes to good homes for a term of years. P. B. HOPPER. Dec. 23, 1831.	"
"December 23, 1831",Notice,Sale,adult,adult,Queen Anne's,female,8,18320107,private sale,,Maryland,"cook, washer",,to serve next year,,without children,,Centreville Times and Eastern-Shore Public Advertiser,3,,P. S.,Hopper,Subscriber,,,"NOTICE I have several negroes to hire out for the next year men, woman, and children. One of the women is said to be a good plain cook, washer and ironer. She will have an infant with her and will not be able to go to her home till about the middle of January. The other women have occasionally cooked and washed and are without children. The children will be put out for their victuals & clothes to good homes for a term of years. P. B. HOPPER. Dec. 23, 1831.	"
"December 23, 1831",Notice,Sale,adult,adult,Queen Anne's,female,8,18320107,private sale,,Maryland,"cook, washer",,,,without children,,Centreville Times and Eastern-Shore Public Advertiser,3,,P. S.,Hopper,Subscriber,,,"NOTICE I have several negroes to hire out for the next year men, woman, and children. One of the women is said to be a good plain cook, washer and ironer. She will have an infant with her and will not be able to go to her home till about the middle of January. The other women have occasionally cooked and washed and are without children. The children will be put out for their victuals & clothes to good homes for a term of years. P. B. HOPPER. Dec. 23, 1831.	"
"December 23, 1831",Notice,Sale,child,child,Queen Anne's,,8,18320107,private sale,,Maryland,,,to serve next year,,,,Centreville Times and Eastern-Shore Public Advertiser,3,,P. S.,Hopper,Subscriber,,,"NOTICE I have several negroes to hire out for the next year men, woman, and children. One of the women is said to be a good plain cook, washer and ironer. She will have an infant with her and will not be able to go to her home till about the middle of January. The other women have occasionally cooked and washed and are without children. The children will be put out for their victuals & clothes to good homes for a term of years. P. B. HOPPER. Dec. 23, 1831.	"
"December 24, 1831",Constable's Sale,Sale,child,child,Allegany,male,1,18320114,public sale,residence of Aaron G. Heckrotte,Maryland,,Edmund,,to satisfy court judgement,,,Cumberland Civilian,4,,William,Thompson,Constable,Aaron G. Heckrotte and Elizabeth Bromley,,"Constable's Sale. By virtue of two writs of Fieri Facias, issued by James Amos, Justice of the Peace, and to me directly, against the goods and chattels, lands and tenements of Aaron G. Heckrotte and Elizabeth Bromley, at the suit of George Layman, I will sell for cash, at the house of Aaron G. Heckrotte. On Saturday the 21st day of January, 1832, all the right, title, claim and interest of the said Aaron G. Heckrotte and Elizabeth Bromley in and to the following property, to wit: ONE NEGRO BOY named Edmund, 1 Horse, 3 Beds & Bedding, and one Yankee Clock. Taken as the property of the said Heckrotte and Bromley, to satisfy said claim. WM. THOMPSON, Constable Dec 24 46-4"
"December 30, 1831",For Sale,Sale,15,child,Baltimore City,male,2,18311231,private sale,,Maryland,,,to serve 15 years,owner has no further use,,,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE-Two likely negro Boys, about 15 years of age, to serve 15 years. They are perfectly honest and sober, and sold for no fault, only the present owner has no further use for them. They can come well recommended by their masters. For further particulars apply at LEWIS F. SCOTTI’S. de 30"
"January 21, 1832",For Sale,Sale,22,adult,Baltimore,female,4,18320124,private sale,,,,,to serve for life,owner has no further use,,,American and Commercial Daily Advertiser,,BA,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—A black Woman, 22 years of age, and her male child 9 months old, slave for life— sold for no fault only the present owner having no further use for her. Also a bright Mulatto Boy, 15 years of age, a slave for life, and can come highly recommended. Also a Mulatto Man, 25 years of age; a slave for life, a first rate waiter; can come recommended as such, apply at Lewis F. Scotti’s Intelligence, Agency and Collector's Office, No. 2 west Fayette street, basement story of the City Hotel. ja 24"
"January 21, 1832",For Sale,Sale,9 months,infant,Baltimore,male,4,18320124,private sale,,,,,to serve for life,,,,American and Commercial Daily Advertiser,,BA,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—A black Woman, 22 years of age, and her male child 9 months old, slave for life— sold for no fault only the present owner having no further use for her. Also a bright Mulatto Boy, 15 years of age, a slave for life, and can come highly recommended. Also a Mulatto Man, 25 years of age; a slave for life, a first rate waiter; can come recommended as such, apply at Lewis F. Scotti’s Intelligence, Agency and Collector's Office, No. 2 west Fayette street, basement story of the City Hotel. ja 24"
"January 21, 1832",For Sale,Sale,15,child,Baltimore,male,4,18320124,private sale,,,,,to serve for life,,,,American and Commercial Daily Advertiser,,BA,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—A black Woman, 22 years of age, and her male child 9 months old, slave for life— sold for no fault only the present owner having no further use for her. Also a bright Mulatto Boy, 15 years of age, a slave for life, and can come highly recommended. Also a Mulatto Man, 25 years of age; a slave for life, a first rate waiter; can come recommended as such, apply at Lewis F. Scotti’s Intelligence, Agency and Collector's Office, No. 2 west Fayette street, basement story of the City Hotel. ja 24"
"January 21, 1832",For Sale,Sale,25,adult,Baltimore,male,4,18320124,private sale,,,waiter,,to serve for life,,,,American and Commercial Daily Advertiser,,BA,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—A black Woman, 22 years of age, and her male child 9 months old, slave for life— sold for no fault only the present owner having no further use for her. Also a bright Mulatto Boy, 15 years of age, a slave for life, and can come highly recommended. Also a Mulatto Man, 25 years of age; a slave for life, a first rate waiter; can come recommended as such, apply at Lewis F. Scotti’s Intelligence, Agency and Collector's Office, No. 2 west Fayette street, basement story of the City Hotel. ja 24"
"January 24, 1832",Sheriff's Sale,Sale,child,child,Talbot,female,1,18320124,public sale,"Courthouse door, Easton",Maryland,,Ann,to serve for a term of years,to satisfy court judgement,,not to be sold out of the state,The Republican Star,3,TA,J. M.,Faulkner,Sheriff,Isaac B. Parrant,,"SHERIFF'S SALE. BY virtue of a wit of vennitzione exponas, issued out of Easton county Court, and to me directed and delivered, at the suit of Edward N Hambleron, farmer Isaac B. Parrant, will be sold at the font door of the Court House in the town of Easton, to the highest bidder for cash, on Tuesday the 14th day of February next, between hours of 10 o'clock, A.M. and 4 o'clock, P.M. the following property, viz: All his right, tide, interest, claim and estate of, in and to that Tract or Parcel of LAND where the said Parrott did reach, be the quantity of acres what it may, or by whatever named or names it may be called-Also 2 yoke of Oxen, 12 head of other Cattle, 10 head of Sheep, 2 Carts, 1 Gig and Harness, 1 Bureau, 1 Mantle Clock, 1 Corner Cupboard and contents, 2 Beds, Bedsides and Furniture, 1 Negro Girl (Ann,) a slave for a term of years and not to go out of this State, 1 sorrel Horse and 800 bushels of Corn, the goods and Chattels, lands and tenements of the above mentioned Isaac H Parrot, to satisfy and pay the above named writ of vendi. expo and officers' fees in my hands for collection, and the interest and costs due and to become due thereon. Attendance will be given by  J. M. FAULKNER, Sheriff jan 24 4w"
"January 25, 1832","For Sale, A Negro Girl",Sale,18,child,Baltimore,female,1,18320125,private sale,,,"cook, housework",,,,employed in genteel family in this city,,American and Commercial Daily Advertiser,,,,,,,This office,"FOR SALE, A NEGRO GIRL, in her 18th year, having upwards of 10 years to serve. Her chief employment has been that of cooking, in genteel family in this city; and she can do housework generally. Inquire at this office.	 ja 25 4t*"
"January 26, 1832",For Sale,Sale,24,adult,Baltimore,male,2,18320126,private sale,,,"barber, waiter",,to serve for life,,,not to be sold out of the state,American and Commercial Daily Advertiser,,BA,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—A very likely Mulatto Man 24 years of age, slave for life; he is a first rate waiter and a good barber; he can come highly recommended as such—to a good master he will be sold at a fair price. Also a likely Black Girl 17 years of age, a slave for life. The subscriber can at all times obtain the highest price for slaves without being sent out of the State — Also  those for a term of years, such as house servants of good characters can be ready sale at this office. Clerks, Book-keepers, Bar-keepers, Waiters, Ostlers, Laborers. Teachers, Agents, Cooks, Chambermaids, Wet and Dry Nurses, &c. wanted daily at this office. Strangers visiting this City would do well  to call nt this office. AGENCY—House rent, ground rent, merchants-executors, administrators and trustees of insolvent debtors may calculate on my services on reasonable terms. NOTICE TO INSOLVENT DEBTORS—Applicants for the benefit of the Insolvent Laws of Maryland, can have their papers correctly prepared and on reasonable terms by calling at this office.Any commands will be thankfully received and promptly attended to. Charges moderate and every exertion made to give satisfaction, by applying at LEWIS F. SCOTTI’S Intelligence Agency and Collectors Office, No. 2 West Fayette street, basement story of Barnum's City Hotel. ja 26"
"January 26, 1832",For Sale,Sale,17,child,Baltimore,female,2,18320126,private sale,,,,,to serve for life,,,not to be sold out of the state,American and Commercial Daily Advertiser,,BA,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—A very likely Mulatto Man 24 years of age, slave for life; he is a first rate waiter and a good barber; he can come highly recommended as such—to a good master he will be sold at a fair price. Also a likely Black Girl 17 years of age, a slave for life. The subscriber can at all times obtain the highest price for slaves without being sent out of the State — Also  those for a term of years, such as house servants of good characters can be ready sale at this office. Clerks, Book-keepers, Bar-keepers, Waiters, Ostlers, Laborers. Teachers, Agents, Cooks, Chambermaids, Wet and Dry Nurses, &c. wanted daily at this office. Strangers visiting this City would do well  to call nt this office. AGENCY—House rent, ground rent, merchants-executors, administrators and trustees of insolvent debtors may calculate on my services on reasonable terms. NOTICE TO INSOLVENT DEBTORS—Applicants for the benefit of the Insolvent Laws of Maryland, can have their papers correctly prepared and on reasonable terms by calling at this office.Any commands will be thankfully received and promptly attended to. Charges moderate and every exertion made to give satisfaction, by applying at LEWIS F. SCOTTI’S Intelligence Agency and Collectors Office, No. 2 West Fayette street, basement story of Barnum's City Hotel. ja 26"
"January 27, 1832",For Sale,Sale,24,adult,Baltimore,male,4,18320128,private sale,,,"waiter, barber",,to serve for life,,,,American and Commercial Daily Advertiser,,BA,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—A Mulatto Man 24 years of age, A slave for life; a first rate waiter and an excellent barber; sold for no fault whatsoever; and  can come highly recommended. To save trouble the price is $500, no less. . Also for sale, a black Man 30 years of age, a first rate Coachman; sold for no fault, and he is very likely, and can come well recommended. Also a likely Black Girl 17 years of age, a slave for life; can also come highly recommended. Also a black Girl 14 years of age, to serve 9 years;—she is a good family servant about a house, and can come highly recommended. Wanted, a situation as Compositor in a job office, by a young man who has had several years experience in that branch of printing. For further particulars  apply at Lewis S Scotti's office. NOTICE TO INSOLVENT DEBTORS—Applicants for the benefit of the Insolvent Laws of Maryland, can have their papers correctly prepared and on reasonable terms by calling at this office. Wanted. Porters. Waiters, Ostlers. Coachmen, Labourers, Clerks, Bar-keepers, &c. Families may rely upon getting good servants at this office. Lost children kept at this office until called for. For further information apply at LEWIS F. SCOTTI’S Intelligence Agency and Collectors Office, No. 2 West Fayette street, basement story o Barnum’s City Hotel. ja 27"
"January 27, 1832",For Sale,Sale,30,adult,Baltimore,male,4,18320128,private sale,,,coachman,,,,,,American and Commercial Daily Advertiser,,BA,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—A Mulatto Man 24 years of age, A slave for life; a first rate waiter and an excellent barber; sold for no fault whatsoever; and  can come highly recommended. To save trouble the price is $500, no less. . Also for sale, a black Man 30 years of age, a first rate Coachman; sold for no fault, and he is very likely, and can come well recommended. Also a likely Black Girl 17 years of age, a slave for life; can also come highly recommended. Also a black Girl 14 years of age, to serve 9 years;—she is a good family servant about a house, and can come highly recommended. Wanted, a situation as Compositor in a job office, by a young man who has had several years experience in that branch of printing. For further particulars  apply at Lewis S Scotti's office. NOTICE TO INSOLVENT DEBTORS—Applicants for the benefit of the Insolvent Laws of Maryland, can have their papers correctly prepared and on reasonable terms by calling at this office. Wanted. Porters. Waiters, Ostlers. Coachmen, Labourers, Clerks, Bar-keepers, &c. Families may rely upon getting good servants at this office. Lost children kept at this office until called for. For further information apply at LEWIS F. SCOTTI’S Intelligence Agency and Collectors Office, No. 2 West Fayette street, basement story o Barnum’s City Hotel. ja 27"
"January 27, 1832",For Sale,Sale,17,child,Baltimore,female,4,18320128,private sale,,,,,to serve for life,,,,American and Commercial Daily Advertiser,,BA,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—A Mulatto Man 24 years of age, A slave for life; a first rate waiter and an excellent barber; sold for no fault whatsoever; and  can come highly recommended. To save trouble the price is $500, no less. . Also for sale, a black Man 30 years of age, a first rate Coachman; sold for no fault, and he is very likely, and can come well recommended. Also a likely Black Girl 17 years of age, a slave for life; can also come highly recommended. Also a black Girl 14 years of age, to serve 9 years;—she is a good family servant about a house, and can come highly recommended. Wanted, a situation as Compositor in a job office, by a young man who has had several years experience in that branch of printing. For further particulars  apply at Lewis S Scotti's office. NOTICE TO INSOLVENT DEBTORS—Applicants for the benefit of the Insolvent Laws of Maryland, can have their papers correctly prepared and on reasonable terms by calling at this office. Wanted. Porters. Waiters, Ostlers. Coachmen, Labourers, Clerks, Bar-keepers, &c. Families may rely upon getting good servants at this office. Lost children kept at this office until called for. For further information apply at LEWIS F. SCOTTI’S Intelligence Agency and Collectors Office, No. 2 West Fayette street, basement story o Barnum’s City Hotel. ja 27"
"January 27, 1832",For Sale,Sale,14,child,Baltimore,female,4,18320128,private sale,,,compositor in a Printing job office,,to serve 9 years,,,,American and Commercial Daily Advertiser,,BA,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—A Mulatto Man 24 years of age, A slave for life; a first rate waiter and an excellent barber; sold for no fault whatsoever; and  can come highly recommended. To save trouble the price is $500, no less. . Also for sale, a black Man 30 years of age, a first rate Coachman; sold for no fault, and he is very likely, and can come well recommended. Also a likely Black Girl 17 years of age, a slave for life; can also come highly recommended. Also a black Girl 14 years of age, to serve 9 years;—she is a good family servant about a house, and can come highly recommended. Wanted, a situation as Compositor in a job office, by a young man who has had several years experience in that branch of printing. For further particulars  apply at Lewis S Scotti's office. NOTICE TO INSOLVENT DEBTORS—Applicants for the benefit of the Insolvent Laws of Maryland, can have their papers correctly prepared and on reasonable terms by calling at this office. Wanted. Porters. Waiters, Ostlers. Coachmen, Labourers, Clerks, Bar-keepers, &c. Families may rely upon getting good servants at this office. Lost children kept at this office until called for. For further information apply at LEWIS F. SCOTTI’S Intelligence Agency and Collectors Office, No. 2 West Fayette street, basement story o Barnum’s City Hotel. ja 27"
"January 28, 1832",Constable's Sale,Sale,child,child,Allegany,male,1,18320128,public sale,residence of Aaron Heckrotte,Maryland,,Edmund,,to satisfy court judgement,,,Cumberland Civilian,3,AL,William,Thompson,Constable,Aaron G. Heckrotte and Elizabeth Bromley,,"Constable's Sale. By virtue of two writs of Fieri Facias, issued by James Amos, Justice of the Peace, and to me directly, against the goods and chattels, lands and tenements of Aaron G. Heckrotte and Elizabeth Bromley, at the suit of George Layman, I will se!l for cash, al the house of Aaron Heckrotte.  On SATURDAY the 25th day of February, 1832, all the right, title, claim and interest of the said Aaron G. Heckrotte and Elizabeth Bromley in and to the following property, to wit: ONE NEGRO BOY named Edmund, 1 Horse, 3 Beds & Bedding. and one Yankee Clock, Taken as the property of the said Heckrotte and Bromley. to satisfy said claim. WM, THOMPSON, Constable. Jan 28 51-4"
"January 31, 1832",Situation Wanted,Sale,14,child,Baltimore,female,3,18320131,private sale,,,,,to serve 9 years,,,,American and Commercial Daily Advertiser,,BA,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","SITUATION WANTED as compositor in a job office, by a young man who has had several years of experience in that branch of printing. Apply al Lewis F. Scotti’s office. For sale, a very likely black girl, 14 years of age to serve 9 years. She is sold for no fault, and can come highly recommended. Also a black girl 1 years of age, to serve 22 years; she is well grown for her age, a good family servant, and can come well recommended. Also a black man 30 years of age, slave for life, and a first rate ostler, and a good coach man. NOTICE TO INSOLVENT DEBTORS—Applicants for the benefit of the Insolvent Laws of Mary and, can have their papers correctly prepared and of reasonable terms by calling at this office. Wanted, Porters, Waiters, Ostlers. Coachmen, Labourers, Clerks, Bar-keepers, &c. Families may rely upon getting good servants at this office. Lost children kept at this office until called for. For further information apply at LEWIS F LEWIS F. SCOTTI’S Intelligence Agency and Collectors Office, No. 2 West Fayette street, basement story of Barnum’s City Hotel. ja 31"
"January 31, 1832",Situation Wanted,Sale,1,infant,Baltimore,female,3,18320131,private sale,,,servant,,to serve 22 years,,,,American and Commercial Daily Advertiser,,BA,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","SITUATION WANTED as compositor in a job office, by a young man who has had several years of experience in that branch of printing. Apply al Lewis F. Scotti’s office. For sale, a very likely black girl, 14 years of age to serve 9 years. She is sold for no fault, and can come highly recommended. Also a black girl 1 years of age, to serve 22 years; she is well grown for her age, a good family servant, and can come well recommended. Also a black man 30 years of age, slave for life, and a first rate ostler, and a good coach man. NOTICE TO INSOLVENT DEBTORS—Applicants for the benefit of the Insolvent Laws of Mary and, can have their papers correctly prepared and of reasonable terms by calling at this office. Wanted, Porters, Waiters, Ostlers. Coachmen, Labourers, Clerks, Bar-keepers, &c. Families may rely upon getting good servants at this office. Lost children kept at this office until called for. For further information apply at LEWIS F LEWIS F. SCOTTI’S Intelligence Agency and Collectors Office, No. 2 West Fayette street, basement story of Barnum’s City Hotel. ja 31"
