_Ad_Date,_Ad_Title,_Ad_Type,_Age_Specified,_CATEGORY_--_Age_Specified,County,_Gender_Specified,_Number_of_People,_Press_Date,_Sale_Disposition,_Sale_Location_Locale,_Sale_Location_State,_Skills_Specified,_First_Name,_Term_of_service,_Trade_reason,_Features,_Terms_of_Sale,Source,Source_Page,Subscriber_County,Subscriber_Firstname,Subscriber_Lastname,_Role,_owner,_Application_Locale
"November 22, 1828",Sheriff's Sale,Sale,adult,adult,Queen Anne's,female,1,18281122,public sale,"Mr. Beard's tavern, Centreville",Maryland,,Mary,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Tho.,Ashcom,Sheriff,John Solloway,
"November 27, 1828",Administrator's Sale,Sale,adult,adult,Allegany,male,1,18281127,public sale,"residence of Otho Willson, in the neighborhood of Mr. Davis's Store",Maryland,,,,to close estate,,,Cumberland Civilian,3,,B. S.,Pigman,Administrator,Otho Willson,
"January 24, 1829",Public Sale,Sale,child,child,Queen Anne's,male,2,18290207,public sale,residence of the late Edward Turner,,,John,,to close estate,,,Centreville Times and Eastern-Shore Public Advertiser,4,,Edw.,Clark,Constable,James S. Turner,
"January 24, 1829",Public Sale,Sale,child,child,Queen Anne's,male,2,18290207,public sale,residence of the late Edward Turner,,,Abe,,to close estate,,,Centreville Times and Eastern-Shore Public Advertiser,4,,Edw.,Clark,Constable,James S. Turner,
"January 24, 1829",Sale,Sale,adult,adult,Queen Anne's,male,1,18290207,public sale,"Mr. Beard's tavern, Centreville",Maryland,,Ben,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,4,,Edward,Clark,Constable,William Meredith,
"January 31, 1829",Sale,Sale,adult,adult,Queen Anne's,female,2,18290207,public sale,"John Beard's Tavern, Centreville",Maryland,,Mary,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,4,QA,Tho.,Ashcom,Sheriff,John Warner,
"January 31, 1829",Sale,Sale,child,child,Queen Anne's,male,2,18290207,public sale,"John Beard's Tavern, Centreville",Maryland,,Tom,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,4,QA,Tho.,Ashcom,Sheriff,John Warner,
"February 7, 1829",Sale,Sale,adult,adult,Queen Anne's,male,7,18290207,public sale,"farm of Robert Carson, called Spread Eagle",Maryland,,Bob,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Roberts,Sheriff,Robert Carson,
"February 7, 1829",Sale,Sale,adult,adult,Queen Anne's,female,7,18290207,public sale,"farm of Robert Carson, called Spread Eagle",Maryland,,Betty,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Roberts,Sheriff,Robert Carson,
"February 7, 1829",Sale,Sale,adult,adult,Queen Anne's,female,7,18290207,public sale,"farm of Robert Carson, called Spread Eagle",Maryland,,Sall,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Roberts,Sheriff,Robert Carson,
"February 7, 1829",Sale,Sale,child,child,Queen Anne's,male,7,18290207,public sale,"farm of Robert Carson, called Spread Eagle",Maryland,,Caesar,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Roberts,Sheriff,Robert Carson,
"February 7, 1829",Sale,Sale,adult,adult,Queen Anne's,male,7,18290207,public sale,"farm of Robert Carson, called Spread Eagle",Maryland,,Chester,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Roberts,Sheriff,Robert Carson,
"February 7, 1829",Sale,Sale,child,child,Queen Anne's,male,7,18290207,public sale,"farm of Robert Carson, called Spread Eagle",Maryland,,John,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Roberts,Sheriff,Robert Carson,
"February 7, 1829",Sale,Sale,child,child,Queen Anne's,male,7,18290207,public sale,"farm of Robert Carson, called Spread Eagle",Maryland,,James,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Roberts,Sheriff,Robert Carson,
"June 12, 1829",Trustee's Sale,Sale,adult,adult,Allegany,male,6,18290612,public sale,"residence of Roger Perry, Esq., Cumberland",Maryland,,,,to close estate,,,Cumberland Civilian,3,,B. S.,Pigman,Trustee,"Roger Perry, Esq.",
"June 12, 1829",Trustee's Sale,Sale,adult,adult,Allegany,female,6,18290612,public sale,"residence of Roger Perry, Esq., Cumberland",Maryland,,,,to close estate,,,Cumberland Civilian,3,,B. S.,Pigman,Trustee,"Roger Perry, Esq.",
"June 12, 1829",Trustee's Sale,Sale,child,child,Allegany,male,6,18290612,public sale,"residence of Roger Perry, Esq., Cumberland",Maryland,,,,to close estate,,,Cumberland Civilian,3,,B. S.,Pigman,Trustee,"Roger Perry, Esq.",
"June 12, 1829",Trustee's Sale,Sale,child,child,Allegany,male,6,18290612,public sale,"residence of Roger Perry, Esq., Cumberland",Maryland,,,,to close estate,,,Cumberland Civilian,3,,B. S.,Pigman,Trustee,"Roger Perry, Esq.",
"June 12, 1829",Trustee's Sale,Sale,child,child,Allegany,female,6,18290612,public sale,"residence of Roger Perry, Esq., Cumberland",Maryland,,,,to close estate,,,Cumberland Civilian,3,,B. S.,Pigman,Trustee,"Roger Perry, Esq.",
"June 12, 1829",Trustee's Sale,Sale,child,child,Allegany,female,6,18290612,public sale,"residence of Roger Perry, Esq., Cumberland",Maryland,,,,to close estate,,,Cumberland Civilian,3,,B. S.,Pigman,Trustee,"Roger Perry, Esq.",
"July 25, 1829",Sale,Sale,adult,adult,Queen Anne's,male,1,18290808,public sale,"Courthouse door, Centreville",Maryland,,Sam,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Tho.,Ashcom,Sheriff,Sewel Roberts,
"July 25, 1829",Sheriff's Sale,Sale,adult,adult,Queen Anne's,male,1,18290808,public sale,"Courthouse door, Centreville",Maryland,,John,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,4,QA,Thos.,Ashcom,Sheriff,Stephen Boon,
"July 25, 1829",Sale,Sale,child,child,Queen Anne's,male,1,18290808,public sale,"Courthouse door, Centreville",Maryland,,Joe,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,1,QA,Thos.,Ashcom,Sheriff,John H. Moss,
"August 8, 1829",Sale,Sale,adult,adult,Queen Anne's,male,3,18290808,public sale,"Courthouse door, Centreville",Maryland,,Polodore,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,Theodore Emory,
"August 8, 1829",Sale,Sale,,,Queen Anne's,female,3,18290808,public sale,"Courthouse door, Centreville",Maryland,,Nancy,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,Theodore Emory,
"August 8, 1829",Sale,Sale,,,Queen Anne's,female,3,18290808,public sale,"Courthouse door, Centreville",Maryland,,Celia,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,Theodore Emory,
"August 29, 1829",Sheriff's Sale,Sale,adult,adult,Queen Anne's,male,1,18290912,public sale,"Courthouse door, Centreville",Maryland,,Sam,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,Sewel Roberts,
"August 29, 1829",Sale,Sale,child,child,Queen Anne's,male,2,18290912,public sale,"Courthouse door, Centreville",Maryland,,Simon,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,Ann Godwin,
"August 29, 1829",Sale,Sale,child,child,Queen Anne's,female,2,18290912,public sale,"Courthouse door, Centreville",Maryland,,Debby,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,Ann Godwin,
"August 29, 1829",Sale,Sale,adult,adult,Queen Anne's,male,2,18290912,public sale,"Courthouse door, Centreville",Maryland,,Stephen,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Tho.,Ashcom,Sheriff,Benjamin Seegar,
"August 29, 1829",Sale,Sale,child,child,Queen Anne's,male,2,18290912,public sale,"Courthouse door, Centreville",Maryland,,Stephen,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Tho.,Ashcom,Sheriff,Benjamin Seegar,
"September 19, 1829",Sale,Sale,adult,adult,Queen Anne's,male,5,18290919,public sale,"Courthouse door, Centreville",Maryland,,Isaac,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,Robert Carson,
"September 19, 1829",Sale,Sale,adult,adult,Queen Anne's,male,5,18290919,public sale,"Courthouse door, Centreville",Maryland,,Pere,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,Robert Carson,
"September 19, 1829",Sale,Sale,adult,adult,Queen Anne's,male,5,18290919,public sale,"Courthouse door, Centreville",Maryland,,Cesar,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,Robert Carson,
"September 19, 1829",Sale,Sale,adult,adult,Queen Anne's,male,5,18290919,public sale,"Courthouse door, Centreville",Maryland,,Chester,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,Robert Carson,
"September 19, 1829",Sale,Sale,adult,adult,Queen Anne's,female,5,18290919,public sale,"Courthouse door, Centreville",Maryland,,Betty,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,Robert Carson,
"September 19, 1829",Sale,Sale,child,child,Queen Anne's,male,3,18290919,public sale,"Courthouse door, Centreville",Maryland,,Harry,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,"Robert Stevens, and wife formerly Ann Betton",
"September 19, 1829",Sale,Sale,child,child,Queen Anne's,male,3,18290919,public sale,"Courthouse door, Centreville",Maryland,,Phill,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,"Robert Stevens, and wife formerly Ann Betton",
"September 19, 1829",Sale,Sale,child,child,Queen Anne's,male,3,18290919,public sale,"Courthouse door, Centreville",Maryland,,Bill,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,"Robert Stevens, and wife formerly Ann Betton",
"September 19, 1829",Sale,Sale,adult,adult,Queen Anne's,male,4,18290919,public sale,"Courthouse door, Centreville",Maryland,,Harry,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,Robert Stevens,
"September 19, 1829",Sale,Sale,child,child,Queen Anne's,male,4,18290919,public sale,"Courthouse door, Centreville",Maryland,,Isaac,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,Robert Stevens,
"September 19, 1829",Sale,Sale,child,child,Queen Anne's,male,4,18290919,public sale,"Courthouse door, Centreville",Maryland,,Pere,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,Robert Stevens,
"September 19, 1829",Sale,Sale,child,child,Queen Anne's,male,4,18290919,public sale,"Courthouse door, Centreville",Maryland,,Pere,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,Robert Stevens,
"September 19, 1829",Sheriff's Sale,Sale,adult,adult,Queen Anne's,male,3,18290919,public sale,"Courthouse door, Centreville",Maryland,,Bill,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,John Tilghman,
"September 19, 1829",Sheriff's Sale,Sale,child,child,Queen Anne's,female,3,18290919,public sale,"Courthouse door, Centreville",Maryland,,Mary,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,John Tilghman,
"September 19, 1829",Sheriff's Sale,Sale,child,child,Queen Anne's,female,3,18290919,public sale,"Courthouse door, Centreville",Maryland,,Judy,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,John Tilghman,
"October 3, 1829",Sheriff's Sale,Sale,child,child,Queen Anne's,male,2,18291003,public sale,"Courthouse door, Centreville",Maryland,,Harry,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,John Warner,
"October 3, 1829",Sheriff's Sale,Sale,child,child,Queen Anne's,male,2,18291003,public sale,"Courthouse door, Centreville",Maryland,,Pere,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,John Warner,
"October 3, 1829",Sheriff's Sale,Sale,adult,adult,Queen Anne's,male,1,18291003,public sale,residence of Thomas Wooter (the elder),Maryland,,Bill,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,Thomas Wooters (the elder),
"October 10, 1829",Sheriff's Sale,Sale,adult,adult,Queen Anne's,female,2,18291031,public sale,"Courthouse door, Centreville",Maryland,,Mary,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,4,QA,Thos.,Ashcom,Sheriff,Henry Emory,
"October 10, 1829",Sheriff's Sale,Sale,9 months,infant,Queen Anne's,,2,18291031,public sale,"Courthouse door, Centreville",Maryland,,,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,4,QA,Thos.,Ashcom,Sheriff,Henry Emory,
"October 24, 1829",Sheriff's Sale,Sale,child,child,Queen Anne's,male,1,18291031,public sale,"Courthouse door, Centreville",Maryland,,Stephen,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,4,QA,Thos.,Ashcom,Sheriff,Benjamin Seegar,
"October 24, 1829",Sheriff's Sale,Sale,adult,adult,Queen Anne's,female,4,18291031,public sale,,Maryland,,Maria,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,Nathan Baynard,
"October 24, 1829",Sheriff's Sale,Sale,child,child,Queen Anne's,male,4,18291031,public sale,,Maryland,,John,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,Nathan Baynard,
"October 24, 1829",Sheriff's Sale,Sale,child,child,Queen Anne's,male,4,18291031,public sale,,Maryland,,Alexander,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,Nathan Baynard,
"October 24, 1829",Sheriff's Sale,Sale,child,child,Queen Anne's,female,4,18291031,public sale,,Maryland,,Charlotte Ann,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,Nathan Baynard,
"November 6, 1829",Sheriff's Sale,Sale,17,child,Allegany,male,2,18291106,public sale,Western Port,Maryland,,Saul,,to satisfy court judgement,,,Cumberland Civilian,3,,Richard,Beall,Sheriff and Collector,John Morrison,
"November 6, 1829",Sheriff's Sale,Sale,6,child,Allegany,male,2,18291106,public sale,Western Port,Maryland,,Brics,,to satisfy court judgement,,,Cumberland Civilian,3,,Richard,Beall,Sheriff and Collector,John Morrison,
"December 5, 1829",Five or Six Negro Men,Sale,adult,adult,Queen Anne's,male,6,18300102,private sale,,Maryland,,,to serve next year,,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,John B.,Spencer,Subscriber,,Centreville
"December 5, 1829",Five or Six Negro Men,Sale,adult,adult,Queen Anne's,male,6,18300102,private sale,,Maryland,,,to serve next year,,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,John B.,Spencer,Subscriber,,Centreville
"December 5, 1829",Five or Six Negro Men,Sale,adult,adult,Queen Anne's,male,6,18300102,private sale,,Maryland,,,to serve next year,,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,John B.,Spencer,Subscriber,,Centreville
"December 5, 1829",Five or Six Negro Men,Sale,adult,adult,Queen Anne's,male,6,18300102,private sale,,Maryland,,,to serve next year,,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,John B.,Spencer,Subscriber,,Centreville
"December 5, 1829",Five or Six Negro Men,Sale,adult,adult,Queen Anne's,male,6,18300102,private sale,,Maryland,,,to serve next year,,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,John B.,Spencer,Subscriber,,Centreville
"December 5, 1829",Five or Six Negro Men,Sale,adult,adult,Queen Anne's,male,6,18300102,private sale,,Maryland,,,to serve next year,,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,John B.,Spencer,Subscriber,,Centreville
"January 2, 1830",Sheriff's Sale,Sale,adult,adult,Queen Anne's,female,1,18300102,public sale,"Courthouse door, Centreville",Maryland,,Hester,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,Sheriff,John Rigby,
"January 26, 1830",Sheriff's Sale,Sale,adult,adult,Talbot,female,3,18300126,public sale,residence of the late Richard Darden,Maryland,,Hannah,,to satisfy court judgement,,,The Republican Star,3,TA,Wm.,Townsend,Sheriff,Richard Darden,
"January 26, 1830",Sheriff's Sale,Sale,child,child,Talbot,female,3,18300126,public sale,residence of the late Richard Darden,Maryland,,,,to satisfy court judgement,,,The Republican Star,3,TA,Wm.,Townsend,Sheriff,Richard Darden,
"January 26, 1830",Sheriff's Sale,Sale,child,child,Talbot,female,3,18300126,public sale,residence of the late Richard Darden,Maryland,,,,to satisfy court judgement,,,The Republican Star,3,TA,Wm.,Townsend,Sheriff,Richard Darden,
"February 16, 1830",Sheriff's Sale,Sale,child,child,Talbot,male,2,18300223,public sale,residence of late Joshua Dixon,Maryland,,Isaac,to serve for life,to satisfy court judgement,,,The Republican Star,4,TA,Wm.,Townsend,Sheriff,Joshua Dixon,
"February 16, 1830",Sheriff's Sale,Sale,child,child,Talbot,male,2,18300223,public sale,residence of late Joshua Dixon,Maryland,,Ennolla,to serve for a term of years,to satisfy court judgement,from the country,,The Republican Star,4,TA,Wm.,Townsend,Sheriff,Joshua Dixon,
"March 9, 1830",Sheriff's Sale,Sale,child,child,Talbot,male,2,18300309,public sale,residence of late Joshua Dixon,Maryland,,Isaac,,to satisfy court judgement,,,The Republican Star,3,TA,Wm.,Townsend,Sheriff,Joshua Dixon,
"March 9, 1830",Sheriff's Sale,Sale,child,child,Talbot,male,2,18300309,public sale,residence of late Joshua Dixon,Maryland,,Ennolla,,to satisfy court judgement,,,The Republican Star,3,TA,Wm.,Townsend,Sheriff,Joshua Dixon,
"April 9, 1830",Public Sale,Sale,adult,adult,Baltimore,male,3,18300409,public sale,"residence of late William Stansbury Senr., situated on the Bell-Air road, two miles eastward from the city of Baltimore",Maryland,,,to serve for life,to satisfy court judgement,,,American and Commercial Daily Advertiser,,BA,John E.,Stansberry,Executor,"William Stansbury, Senr.",
"April 9, 1830",Public Sale,Sale,child,child,Baltimore,male,3,18300409,public sale,"residence of late William Stansbury Senr., situated on the Bell-Air road, two miles eastward from the city of Baltimore",Maryland,,,,to satisfy court judgement,,,American and Commercial Daily Advertiser,,BA,John E.,Stansberry,Executor,"William Stansbury, Senr.",
"April 9, 1830",Public Sale,Sale,child,child,Baltimore,male,3,18300409,public sale,"residence of late William Stansbury Senr., situated on the Bell-Air road, two miles eastward from the city of Baltimore",Maryland,,,,to satisfy court judgement,,,American and Commercial Daily Advertiser,,BA,John E.,Stansberry,Executor,"William Stansbury, Senr.",
"April 26, 1830",For Sale,Sale,13,child,Baltimore City,female,1,18300426,private sale,,Maryland,,,to serve for life,,,,American and Commercial Daily Advertiser,,BC,Joseph T.,Ford,Subscriber,,E. Pratt Street
"April 27, 1830",Sheriff's Sale,Sale,adult,adult,Talbot,male,1,18300427,public sale,"Courthouse door, Easton",Maryland,,James or Jim,to serve for a term of years,to satisfy court judgement,,,The Republican Star,3,TA,Wm.,Townsend,Sheriff,James C. Catrup,
"June 22, 1830",Constable's Sale,Sale,child,child,Talbot,male,1,18300622,public sale,"Courthouse door, Easton",Maryland,,Dick,to serve until 21,to satisfy court judgement,,,The Republican Star,3,TA,Wm. H.,Faulkner,Constable,Edward Roberts,Easton
"July 30, 1830",For Sale,Sale,18,child,Baltimore City,female,2,18300730,private sale,,Maryland,,,to serve for life,,has been employed for several years in a considerable Boarding house in this City,,American and Commercial Daily Advertiser,,BC,,Lydford,Subscriber,,Light Street
"July 30, 1830",For Sale,Sale,2,toddler,Baltimore City,male,2,18300730,private sale,,Maryland,"cook, waiter",,to serve for life,,,,American and Commercial Daily Advertiser,,BC,,Lydford,Subscriber,,Light Street
"August 9, 1830",For Sale,Sale,19,adult,Baltimore City,female,2,18300809,private sale,,Maryland,"cook, waiter",,to serve for life,,has been employed for several years in a considerable Boarding house in this City,,American and Commercial Daily Advertiser,,,,,Subscriber,,This office
"August 9, 1830",For Sale,Sale,2,toddler,Baltimore City,male,2,18300809,private sale,,Maryland,,,to serve for life,,,,American and Commercial Daily Advertiser,,,,,Subscriber,,This office
"August 18, 1830",For Sale,Sale,1 to 60,all,Baltimore,,12,18300818,public sale,East Baltimore,Maryland,,,,to satisfy court judgement,family of 12,not to be sold out of the state,American and Commercial Daily Advertiser,,,Charlotte B.,Crow,Administratrix,,
"August 18, 1830",For Sale,Sale,1 to 60,all,Baltimore,,12,18300818,public sale,East Baltimore,Maryland,,,,to satisfy court judgement,family of 12,not to be sold out of the state,American and Commercial Daily Advertiser,,,Charlotte B.,Crow,Administratrix,,
"August 18, 1830",For Sale,Sale,1 to 60,all,Baltimore,,12,18300818,public sale,East Baltimore,Maryland,,,,to satisfy court judgement,family of 12,not to be sold out of the state,American and Commercial Daily Advertiser,,,Charlotte B.,Crow,Administratrix,,
"August 18, 1830",For Sale,Sale,1 to 60,all,Baltimore,,12,18300818,public sale,East Baltimore,Maryland,,,,to satisfy court judgement,family of 12,not to be sold out of the state,American and Commercial Daily Advertiser,,,Charlotte B.,Crow,Administratrix,,
"August 18, 1830",For Sale,Sale,1 to 60,all,Baltimore,,12,18300818,public sale,East Baltimore,Maryland,,,,to satisfy court judgement,family of 12,not to be sold out of the state,American and Commercial Daily Advertiser,,,Charlotte B.,Crow,Administratrix,,
"August 18, 1830",For Sale,Sale,1 to 60,all,Baltimore,,12,18300818,public sale,East Baltimore,Maryland,,,,to satisfy court judgement,family of 12,not to be sold out of the state,American and Commercial Daily Advertiser,,,Charlotte B.,Crow,Administratrix,,
"August 18, 1830",For Sale,Sale,1 to 60,all,Baltimore,,12,18300818,public sale,East Baltimore,Maryland,,,,to satisfy court judgement,family of 12,not to be sold out of the state,American and Commercial Daily Advertiser,,,Charlotte B.,Crow,Administratrix,,
"August 18, 1830",For Sale,Sale,1 to 60,all,Baltimore,,12,18300818,public sale,East Baltimore,Maryland,,,,to satisfy court judgement,family of 12,not to be sold out of the state,American and Commercial Daily Advertiser,,,Charlotte B.,Crow,Administratrix,,
"August 18, 1830",For Sale,Sale,1 to 60,all,Baltimore,,12,18300818,public sale,East Baltimore,Maryland,,,,to satisfy court judgement,family of 12,not to be sold out of the state,American and Commercial Daily Advertiser,,,Charlotte B.,Crow,Administratrix,,
"August 18, 1830",For Sale,Sale,1 to 60,all,Baltimore,,12,18300818,public sale,East Baltimore,Maryland,,,,to satisfy court judgement,family of 12,not to be sold out of the state,American and Commercial Daily Advertiser,,,Charlotte B.,Crow,Administratrix,,
"August 18, 1830",For Sale,Sale,1 to 60,all,Baltimore,,12,18300818,public sale,East Baltimore,Maryland,,,,to satisfy court judgement,family of 12,not to be sold out of the state,American and Commercial Daily Advertiser,,,Charlotte B.,Crow,Administratrix,,
"August 18, 1830",For Sale,Sale,1 to 60,all,Baltimore,,12,18300818,public sale,East Baltimore,Maryland,,,,to satisfy court judgement,family of 12,not to be sold out of the state,American and Commercial Daily Advertiser,,,Charlotte B.,Crow,Administratrix,,
"August 25, 1830",Orphan's Court Sale,Sale,,,Baltimore,,6,18300825,public sale,"residence of late Nicholas Brian at head of Middle River Neck (near John Buck's Tavern, on the Philadelphia road)",Maryland,,,,to satisfy court judgement,,,American and Commercial Daily Advertiser,,,Deborah,Brian,Executrix,Nicholas Brian,
"August 25, 1830",Orphan's Court Sale,Sale,,,Baltimore,,6,18300825,public sale,"residence of late Nicholas Brian at head of Middle River Neck (near John Buck's Tavern, on the Philadelphia road)",Maryland,,,,to satisfy court judgement,,,American and Commercial Daily Advertiser,,,Deborah,Brian,Executrix,Nicholas Brian,
"August 25, 1830",Orphan's Court Sale,Sale,,,Baltimore,,6,18300825,public sale,"residence of late Nicholas Brian at head of Middle River Neck (near John Buck's Tavern, on the Philadelphia road)",Maryland,,,,to satisfy court judgement,,,American and Commercial Daily Advertiser,,,Deborah,Brian,Executrix,Nicholas Brian,
"August 25, 1830",Orphan's Court Sale,Sale,,,Baltimore,,6,18300825,public sale,"residence of late Nicholas Brian at head of Middle River Neck (near John Buck's Tavern, on the Philadelphia road)",Maryland,,,,to satisfy court judgement,,,American and Commercial Daily Advertiser,,,Deborah,Brian,Executrix,Nicholas Brian,
"August 25, 1830",Orphan's Court Sale,Sale,,,Baltimore,,6,18300825,public sale,"residence of late Nicholas Brian at head of Middle River Neck (near John Buck's Tavern, on the Philadelphia road)",Maryland,,,,to satisfy court judgement,,,American and Commercial Daily Advertiser,,,Deborah,Brian,Executrix,Nicholas Brian,
"August 25, 1830",Orphan's Court Sale,Sale,,,Baltimore,,6,18300825,public sale,"residence of late Nicholas Brian at head of Middle River Neck (near John Buck's Tavern, on the Philadelphia road)",Maryland,,,,to satisfy court judgement,,,American and Commercial Daily Advertiser,,,Deborah,Brian,Executrix,Nicholas Brian,
"September 7, 1830",Orphan's Court Sale,Sale,14,child,Baltimore,female,1,18300907,public sale,"New Bridge Hotel, E. Baltimore Street",Maryland,,,to serve until 28,,,,American and Commercial Daily Advertiser,,,Elisha,Randall,Auctioneer,,
"October 30, 1830",Notice,Sale,14,child,Queen Anne's,female,2,18301113,private sale,,,"housework, nurse",,,to close estate,,not to be sold out of the state,Centreville Times and Eastern-Shore Public Advertiser,4,,J. B.,Spencer,Subscriber,,
"October 30, 1830",Notice,Sale,50,adult,Queen Anne's,male,2,18301113,private sale,,,"rough carpenter, shoemaker",,,to close estate,,not to be sold out of the state,Centreville Times and Eastern-Shore Public Advertiser,4,,J. B.,Spencer,Subscriber,,
"December 10, 1830",For Sale,Sale,13,child,Baltimore City,female,1,18301210,private sale,,Maryland,"child care, housework, nurse, waiter",,to serve until 44,,,,American and Commercial Daily Advertiser,,BC,,,,,20 Light Street Wharf
"January 7, 1831",Negro Girl For Sale,Sale,16,child,Baltimore City,female,1,18310107,private sale,,Maryland,"child care, housework",,to serve 12 years,,,,American and Commercial Daily Advertiser,,BC,William,Wilson,,,"nine miles from Baltimore, on the Old Harford Road, near Cromwell's Bridge"
"January 7, 1831",Public Sale,Sale,19,adult,Baltimore City,male,1,18310107,public sale,"Courthouse door, Baltimore City",Maryland,,,to serve for life,to satisfy court judgement,,,American and Commercial Daily Advertiser,,,E.,Randall,Auctioneer,"James Wonn, orphan son of William W. Wonn",
"January 8, 1831","To Hire, a Colored Woman",Sale,adult,adult,Baltimore City,female,2,18310108,private sale,,Maryland,,,to serve 2 years,,,,American and Commercial Daily Advertiser,,BC,John,Kennedy,,,"Intelligence Office, No. 16 Maryland Arcade, Centre Market Space"
